Código do Descritor,Descritor,Nível de Complexidade do Texto,Código da Classe,Classes,1EF,2EF,3EF,4EF,5EF,Prio Ped,BNCC,SAEB
D24-3EF,"Reconhecer, em textos de nível 1,  o efeito de sentido produzido pelos pontos de exclamação e interrogação.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D24-3EF-CL04,Reconhecer o efeito de sentido produzido pelos pontos de exclamação e interrogação em regra de jogo/brincadeira.,x,x,x,x,x,2.0,EF01LP14,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-3EF,"Reconhecer, em textos de nível 1,  o efeito de sentido produzido pelos pontos de exclamação e interrogação.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D24-3EF-CL05,Reconhecer o efeito de sentido produzido pelos pontos de exclamação e interrogação em contos infantis.,x,x,x,x,x,2.0,EF01LP14,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-3EF,"Reconhecer, em textos de nível 1,  o efeito de sentido produzido pelos pontos de exclamação e interrogação.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D24-3EF-CL06,Reconhecer o efeito de sentido produzido pelos pontos de exclamação e interrogação em fábulas.,x,x,x,x,x,2.0,EF01LP14,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-3EF,"Reconhecer, em textos de nível 1,  o efeito de sentido produzido pelos pontos de exclamação e interrogação.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D24-3EF-CL07,Reconhecer o efeito de sentido produzido pelos pontos de exclamação e interrogação em poemas narrativos.,x,x,x,x,x,2.0,EF01LP14,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-3EF,"Reconhecer, em textos de nível 1,  o efeito de sentido produzido pelos pontos de exclamação e interrogação.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D24-3EF-CL08,Reconhecer o efeito de sentido produzido pelos pontos de exclamação e interrogação em regras de convivência.,x,x,x,x,x,2.0,EF01LP14,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-3EF,"Reconhecer, em textos de nível 1,  o efeito de sentido produzido pelos pontos de exclamação e interrogação.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D24-3EF-CL09,Reconhecer o efeito de sentido produzido pelos pontos de exclamação e interrogação em notícias.,x,x,x,x,x,2.0,EF01LP14,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-3EF,"Reconhecer, em textos de nível 1,  o efeito de sentido produzido pelos pontos de exclamação e interrogação.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D24-3EF-CL10,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo em cartas do leitor.,x,x,x,x,x,2.0,EF01LP14,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-3EF,"Reconhecer, em textos de nível 1,  o efeito de sentido produzido pelos pontos de exclamação e interrogação.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D24-3EF-CL11,Reconhecer o efeito de sentido produzido pelos pontos de exclamação e interrogação em textos de curiosidades.,x,x,x,x,x,2.0,EF01LP14,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-4EF,"Reconhecer, em poemas, o efeito de sentido da distribuição e diagramação das letras do texto na página em textos do campo artístico literário.",Não há.,D24-4ECL01,Reconhecer o efeito de sentido produzido pela diagramação das letras na página em poemas visuais.,x,x,x,x,x,2.0,EF02LP29,"Analisar os efeitos de sentidode recursos multissemióticos em textos que circulam em diferentes suportes. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL01,Reconhecer o efeito de sentido do uso de parênteses em cartas.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL02,Reconhecer o efeito de sentido do uso de aspas em cartas.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL03,Reconhecer o efeito de sentido do uso de reticências em cartas.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL04,Reconhecer o efeito de sentido do uso de parênteses em diários.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL05,Reconhecer o efeito de sentido do uso de aspas em diários.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL06,Reconhecer o efeito de sentido do uso de reticências em diários.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL07,Reconhecer o efeito de sentido do uso de parênteses em instruções de montagem.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL08,Reconhecer o efeito de sentido do uso de aspas instruções de montagem.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL09,Reconhecer o efeito de sentido do uso de reticências instruções de montagem.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL10,Reconhecer o efeito de sentido do uso de parênteses em contos.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL11,Reconhecer o efeito de sentido do uso de aspas em contos.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL12,Reconhecer o efeito de sentido do uso de reticências em contos.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL13,Reconhecer o efeito de sentido do uso de parênteses em fábulas.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL14,Reconhecer o efeito de sentido do uso de aspas em fábulas.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL15,Reconhecer o efeito de sentido do uso de reticências em fábulas.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL016,Reconhecer o efeito de sentido do uso de parênteses em lendas.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL17,Reconhecer o efeito de sentido do uso de aspas lendas.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL18,Reconhecer o efeito de sentido do uso de reticências em lendas.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-5EF,"Reconhecer, em texto de nível 2, o efeito de sentido do uso de parênteses, aspas e reticências.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D24-5EF-CL19,Reconhecer o efeito de sentido do uso de parênteses em texto dramático.,x,x,x,x,x,2.0,EF05LP04,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
